DATE,CBBTCUSD,SP500,VIXCLS
25/10/2019,8704.85,3257.3,24.84
26/10/2019,9281.27,3276.02,24.32
27/10/2019,9570.58,3235.66,26.08
28/10/2019,9221.96,3215.63,25.84
29/10/2019,9431.27,3239.41,24.74
30/10/2019,9175.77,3218.44,25.44
31/10/2019,9146.75,3258.44,24.1
01/11/2019,9268,3246.22,24.76
02/11/2019,9320,3271.12,24.46
03/11/2019,9215.01,3294.61,24.28
04/11/2019,9414,3306.51,23.76
05/11/2019,9314.99,3327.77,22.99
06/11/2019,9343.11,3349.16,22.65
07/11/2019,9196.71,3351.28,22.21
08/11/2019,8758.69,3360.47,22.13
09/11/2019,8798.38,3333.69,24.03
10/11/2019,9036.82,3380.35,22.28
11/11/2019,8720.61,3373.43,22.13
12/11/2019,8823.65,3372.85,22.05
13/11/2019,8765.61,3381.99,21.35
14/11/2019,8630.01,3389.78,21.51
15/11/2019,8460,3374.85,22.54
16/11/2019,8488,3385.51,22.72
17/11/2019,8500.01,3397.16,22.54
18/11/2019,8160.73,3431.28,22.37
19/11/2019,8123.36,3443.62,22.03
20/11/2019,8082.96,3478.73,23.27
21/11/2019,7618.76,3484.55,24.47
22/11/2019,7296.45,3508.01,22.96
23/11/2019,7338.92,3500.31,26.41
24/11/2019,6906.25,3526.65,26.12
25/11/2019,7125,3580.84,26.57
26/11/2019,7155,3455.06,33.6
27/11/2019,7539.4,3426.96,30.75
28/11/2019,7413.05,.,.
29/11/2019,7751.29,3331.84,31.46
30/11/2019,7551.7,3398.96,28.81
01/12/2019,7413.84,3339.19,29.71
02/12/2019,7315.09,3340.97,26.87
03/12/2019,7296,3383.54,25.85
04/12/2019,7185.57,3401.2,25.59
05/12/2019,7388.75,3385.49,26.04
06/12/2019,7560.76,3357.01,26.46
07/12/2019,7502.2,3319.47,25.83
08/12/2019,7520,3281.06,27.78
09/12/2019,7332.69,3315.57,26.86
10/12/2019,7215.69,3236.92,28.58
11/12/2019,7275.17,3246.59,28.51
12/12/2019,7194.19,3298.46,26.38
13/12/2019,7249.25,3351.6,26.19
14/12/2019,7059.55,3335.47,26.27
15/12/2019,7111,3363,26.37
16/12/2019,6877.04,3380.8,26.7
17/12/2019,6618.62,3348.44,27.63
18/12/2019,7309.12,3408.63,27.96
19/12/2019,7153.99,3360.95,29.48
20/12/2019,7189.87,3419.45,28.06
21/12/2019,7143.01,3446.83,26.36
22/12/2019,7550,3477.13,25
23/12/2019,7318.18,3534.22,25.07
24/12/2019,7259.87,3511.93,26.07
25/12/2019,7194.76,3488.67,26.4
26/12/2019,7195,3483.34,26.97
27/12/2019,7247.35,3483.81,27.41
28/12/2019,7303.7,3426.92,29.18
29/12/2019,7378.53,3443.12,29.35
30/12/2019,7191,3435.56,28.65
31/12/2019,7158.01,3453.49,28.11
01/01/2020,7174.32,3465.39,27.55
02/01/2020,6945.01,3400.97,32.46
03/01/2020,7335.54,3390.68,33.35
04/01/2020,7353.5,3271.03,40.28
05/01/2020,7348.69,3310.11,37.59
06/01/2020,7773.48,3269.96,38.02
07/01/2020,8169.95,3310.24,37.13
08/01/2020,8035.08,3369.16,35.55
09/01/2020,7813.78,3443.44,29.57
10/01/2020,8183.89,3510.45,27.58
11/01/2020,8002.89,3509.44,24.86
12/01/2020,8192.66,3550.5,25.75
13/01/2020,8109.62,3545.53,24.8
14/01/2020,8757.18,3572.66,23.45
15/01/2020,8831.86,3537.01,25.35
16/01/2020,8727.22,3585.15,23.1
17/01/2020,8875.81,3626.91,22.45
18/01/2020,8901,3609.53,22.71
19/01/2020,8710.41,3567.79,23.84
20/01/2020,8633.67,3581.87,23.11
21/01/2020,8730,3557.54,23.7
22/01/2020,8665,3577.59,22.66
23/01/2020,8386.63,3635.41,21.64
24/01/2020,8424.96,3629.65,21.25
25/01/2020,8304.04,.,.
26/01/2020,8632.92,3638.35,20.84
27/01/2020,8903.24,3621.63,20.57
28/01/2020,9417.64,3662.45,20.77
29/01/2020,9270,3669.01,21.17
30/01/2020,9493.61,3666.72,21.28
31/01/2020,9343.28,3699.12,20.79
01/02/2020,9375.06,3691.96,21.3
02/02/2020,9314.06,3702.25,20.68
03/02/2020,9282.29,3672.82,22.27
04/02/2020,9158.57,3668.1,22.52
05/02/2020,9623.44,3663.46,23.31
06/02/2020,9765.96,3647.49,24.72
07/02/2020,9804.98,3694.62,22.89
08/02/2020,9911.13,3701.17,22.5
09/02/2020,10174.81,3722.48,21.93
10/02/2020,9854.5,3709.41,21.57
11/02/2020,10279.99,3694.92,25.16
12/02/2020,10344.01,3687.26,24.23
13/02/2020,10239.57,3690.01,23.31
14/02/2020,10380,3703.06,21.53
15/02/2020,9901.34,.,.
16/02/2020,9915.04,3735.36,21.7
17/02/2020,9711.95,3727.04,23.08
18/02/2020,10191.51,3732.04,22.77
19/02/2020,9591.54,3756.07,22.75
20/02/2020,9610.05,.,.
21/02/2020,9697.01,3700.65,26.97
22/02/2020,9668.26,3726.86,25.34
23/02/2020,9964.16,3748.14,25.07
24/02/2020,9668.08,3803.79,22.37
25/02/2020,9301.01,3824.68,21.56
26/02/2020,8776.01,3799.61,24.08
27/02/2020,8816.71,3801.19,23.33
28/02/2020,8713.16,3809.84,22.21
29/02/2020,8552.08,3795.54,23.25
01/03/2020,8490.3,3768.25,24.34
02/03/2020,8923.52,.,.
03/03/2020,8769.67,3798.91,23.24
04/03/2020,8765,3851.85,21.58
05/03/2020,9053.56,3853.07,21.32
06/03/2020,9162.98,3841.47,21.91
07/03/2020,8885.68,3855.36,23.19
08/03/2020,8068,3849.62,23.02
09/03/2020,7945.03,3750.77,37.21
10/03/2020,7887.01,3787.38,30.21
11/03/2020,7957.02,3714.24,33.09
12/03/2020,4980,3773.86,30.24
13/03/2020,5592.77,3826.31,25.56
14/03/2020,5182.62,3830.17,22.91
15/03/2020,5327.12,3871.74,21.77
16/03/2020,5074.2,3886.83,20.87
17/03/2020,5361.77,3915.59,21.24
18/03/2020,5426.71,3911.23,21.63
19/03/2020,6219.99,3909.88,21.99
20/03/2020,6215.4,3916.38,21.25
21/03/2020,6168.72,3934.83,19.97
22/03/2020,5791.69,.,.
23/03/2020,6583.38,3932.59,21.46
24/03/2020,6742.21,3931.33,21.5
25/03/2020,6752.83,3913.97,22.49
26/03/2020,6772.2,3906.71,22.05
27/03/2020,6320.46,3876.5,23.45
28/03/2020,6269.81,3881.37,23.11
29/03/2020,5897.55,3925.43,21.34
30/03/2020,6401.26,3829.34,28.89
31/03/2020,6434.73,3811.15,27.95
01/04/2020,6719.39,3901.82,23.35
02/04/2020,6789.84,3870.29,24.1
03/04/2020,6727.99,3819.72,26.67
04/04/2020,6896.6,3768.47,28.57
05/04/2020,6779.75,3841.94,24.66
06/04/2020,7320.07,3821.35,25.47
07/04/2020,7204.58,3875.44,24.03
08/04/2020,7343.65,3898.81,22.56
09/04/2020,7294.69,3939.34,21.91
10/04/2020,6892.54,3943.34,20.69
11/04/2020,6891.43,3968.94,20.03
12/04/2020,6860.97,3962.71,19.79
13/04/2020,6871,3974.12,19.23
14/04/2020,6865.72,3915.46,21.58
15/04/2020,6576.76,3913.1,20.95
16/04/2020,7123.29,3940.59,18.88
17/04/2020,7055.22,3910.52,20.3
18/04/2020,7271.53,3889.14,21.2
19/04/2020,7125.31,3909.52,19.81
20/04/2020,6832.57,3974.54,18.86
21/04/2020,6845,3971.09,20.74
22/04/2020,7143.99,3958.55,19.61
23/04/2020,7479.06,3972.89,19.4
24/04/2020,7514.64,4019.87,17.33
25/04/2020,7535.69,.,.
26/04/2020,7765.79,4077.91,17.91
27/04/2020,7773,4073.94,18.12
28/04/2020,7774.39,4079.95,17.16
29/04/2020,8789.1,4097.17,16.95
30/04/2020,8652.3,4128.8,16.69
01/05/2020,8813.9,4127.99,16.91
02/05/2020,8992,4141.59,16.65
03/05/2020,8917.63,4124.66,16.99
04/05/2020,8900.29,4170.42,16.57
05/05/2020,9037.69,4185.47,16.25
06/05/2020,9132.24,4163.26,17.29
07/05/2020,10007.56,4134.94,18.68
08/05/2020,9790.23,4173.42,17.5
09/05/2020,9554.91,4134.98,18.71
10/05/2020,8773.89,4180.17,17.33
11/05/2020,8557.37,4187.62,17.64
12/05/2020,8809.14,4186.72,17.56
13/05/2020,9335.84,4183.18,17.28
14/05/2020,9815.22,4211.47,17.61
15/05/2020,9331.18,4181.17,18.61
16/05/2020,9353.26,4192.66,18.31
17/05/2020,9700.33,4164.66,19.48
18/05/2020,9733.21,4167.59,19.15
19/05/2020,9783.91,4201.62,18.39
20/05/2020,9497.76,4232.6,16.69
21/05/2020,9039.12,4188.43,19.66
22/05/2020,9173.23,4152.1,21.84
23/05/2020,9166.02,4063.04,27.59
24/05/2020,8673.64,4112.5,23.13
25/05/2020,8892.39,4173.85,18.81
26/05/2020,8836.77,4163.29,19.72
27/05/2020,9200,4127.83,21.34
28/05/2020,9593.72,4115.68,22.18
29/05/2020,9426.87,4159.12,20.67
30/05/2020,9684.6,4155.86,20.15
31/05/2020,9435.8,4197.05,18.4
01/06/2020,10212.38,4188.13,18.84
02/06/2020,9509.35,4195.99,17.36
03/06/2020,9672.67,4200.88,16.74
04/06/2020,9799.57,4204.11,16.76
05/06/2020,9568.95,.,.
06/06/2020,9665.36,4202.04,17.9
07/06/2020,9764,4208.12,17.48
08/06/2020,9833.94,4192.85,18.04
09/06/2020,9778.6,4229.89,16.42
10/06/2020,9899.18,4226.52,16.42
11/06/2020,9258.7,4227.26,17.07
12/06/2020,9466.77,4219.55,17.89
13/06/2020,9477.17,4239.18,16.1
14/06/2020,9315.71,4247.44,15.65
15/06/2020,9437.23,4255.15,16.39
16/06/2020,9534.8,4246.59,17.02
17/06/2020,9460.53,4223.7,18.15
18/06/2020,9368.15,4221.86,17.75
19/06/2020,9285.54,4166.45,20.7
20/06/2020,9361.81,4224.79,17.89
21/06/2020,9279.68,4246.44,16.66
22/06/2020,9700.91,4241.84,16.32
23/06/2020,9623.74,4266.49,15.97
24/06/2020,9284.1,4280.7,15.62
25/06/2020,9232.84,4290.61,15.76
26/06/2020,9157.22,4291.8,16.02
27/06/2020,9001.24,4297.5,15.83
28/06/2020,9122.56,4319.94,15.48
29/06/2020,9191.05,4352.34,15.07
30/06/2020,9129.47,.,.
01/07/2020,9239.09,4343.54,16.44
02/07/2020,9088.54,4358.13,16.2
03/07/2020,9050.05,4320.82,19
04/07/2020,9138.22,4369.55,16.18
05/07/2020,9088.52,4384.63,16.17
06/07/2020,9331.69,4369.21,17.12
07/07/2020,9263.56,4374.3,16.33
08/07/2020,9436.01,4360.03,17.01
09/07/2020,9230.48,4327.16,18.45
10/07/2020,9298.16,4258.49,22.5
11/07/2020,9235,4323.06,19.73
12/07/2020,9313.77,4358.69,17.91
13/07/2020,9230.14,4367.48,17.69
14/07/2020,9258.34,4411.79,17.2
15/07/2020,9194.51,4422.3,17.58
16/07/2020,9130.91,4401.46,19.36
17/07/2020,9147.65,4400.64,18.31
18/07/2020,9174.6,4419.15,17.7
19/07/2020,9221.71,4395.26,18.24
20/07/2020,9161.13,4387.16,19.46
21/07/2020,9396.65,4423.15,18.04
22/07/2020,9546.31,4402.66,17.97
23/07/2020,9612.05,4429.1,17.28
24/07/2020,9553.41,4436.52,16.15
25/07/2020,9709.02,4432.35,16.72
26/07/2020,9944.58,4436.75,16.79
27/07/2020,11108.44,4447.7,16.06
28/07/2020,10952.85,4460.83,15.59
29/07/2020,11100.39,4468,15.45
30/07/2020,11139.67,4479.71,16.12
31/07/2020,11372.76,4448.08,17.91
01/08/2020,11805.82,4400.27,21.57
02/08/2020,11050.03,4405.8,21.67
03/08/2020,11235.44,4441.67,18.56
04/08/2020,11198.04,4479.53,17.15
05/08/2020,11737.59,4486.23,17.22
06/08/2020,11766.62,4496.19,16.79
07/08/2020,11598.96,4470,18.84
08/08/2020,11780.14,4509.37,16.39
09/08/2020,11692.76,4528.79,16.19
10/08/2020,11896.19,4522.68,16.48
11/08/2020,11387.01,4524.09,16.11
12/08/2020,11563.16,4536.95,16.41
13/08/2020,11824.99,4535.43,16.41
14/08/2020,11785.29,.,.
15/08/2020,11854.27,4520.03,18.14
16/08/2020,11924,4514.07,17.96
17/08/2020,12325.1,4493.28,18.8
18/08/2020,11983.52,4458.58,20.95
19/08/2020,11764.8,4468.73,19.37
20/08/2020,11856.24,4443.05,19.46
21/08/2020,11526.32,4480.7,18.18
22/08/2020,11675.78,4473.75,18.69
23/08/2020,11650.03,4432.99,20.81
24/08/2020,11762.34,4357.73,25.71
25/08/2020,11324.86,4354.19,24.36
26/08/2020,11460.01,4395.64,20.87
27/08/2020,11341.73,4448.98,18.63
28/08/2020,11540,4455.48,17.75
29/08/2020,11468.56,4443.11,18.76
30/08/2020,11724.99,4352.63,23.25
31/08/2020,11665.93,4359.46,22.56
01/09/2020,11911.74,4307.54,23.14
02/09/2020,11390.12,4357.04,21.15
03/09/2020,10225.82,4300.46,22.96
04/09/2020,.,4345.72,21.3
05/09/2020,10152.97,4363.55,21
06/09/2020,10255.2,4399.76,19.54
07/09/2020,10389.85,4391.34,18.77
08/09/2020,10123.21,4361.19,20
09/09/2020,10235,4350.65,19.85
10/09/2020,10345.95,4363.8,18.64
11/09/2020,10399.99,4438.26,16.86
12/09/2020,10444.01,4471.37,16.3
13/09/2020,10336.28,4486.46,16.31
14/09/2020,10679.33,4519.63,15.7
15/09/2020,10789.8,4536.19,15.49
16/09/2020,10953.38,4549.78,15.01
17/09/2020,10947.83,4544.9,15.43
18/09/2020,10942.2,4566.48,15.24
19/09/2020,11075.33,4574.79,15.98
20/09/2020,10911.59,4551.68,16.98
21/09/2020,10425.85,4596.42,16.53
22/09/2020,10529.01,4605.38,16.26
23/09/2020,10230.11,4613.67,16.41
24/09/2020,10741,4630.65,16.03
25/09/2020,10693.3,4660.57,15.1
26/09/2020,10730.23,4680.06,15.44
27/09/2020,10792.18,4697.53,16.48
28/09/2020,10681.01,4701.7,17.22
29/09/2020,10845.9,4685.25,17.78
30/09/2020,10783.24,4646.71,18.73
01/10/2020,10598.64,4649.27,17.66
02/10/2020,10577.92,4682.85,16.29
03/10/2020,10545.21,4682.8,16.49
04/10/2020,10662.36,4700.9,16.37
05/10/2020,10800,4688.67,17.11
06/10/2020,10594.15,4704.54,17.59
07/10/2020,10671.23,4697.96,17.91
08/10/2020,10926.71,4682.94,19.17
09/10/2020,11059.3,4690.7,19.38
10/10/2020,11303.56,4701.46,18.58
11/10/2020,11370.45,.,.
12/10/2020,11534.83,4594.62,28.62
13/10/2020,11434.36,4655.27,22.96
14/10/2020,11426.87,4567,27.19
15/10/2020,11509.25,4513.04,31.12
16/10/2020,11329.33,4577.1,27.95
17/10/2020,11365.96,4538.43,30.67
18/10/2020,11516.56,4591.67,27.18
19/10/2020,11765.09,4686.75,21.89
20/10/2020,11917.34,4701.21,19.9
21/10/2020,12836.37,4667.45,21.58
22/10/2020,12977.02,4712.02,18.69
23/10/2020,12943.03,4668.97,20.31
24/10/2020,13120.87,4634.09,21.89
25/10/2020,13050.32,4709.85,19.29
26/10/2020,13072.95,4668.67,20.57
27/10/2020,13698.18,4620.64,21.57
28/10/2020,13280,4568.02,22.87
29/10/2020,13460,4649.23,21.01
30/10/2020,13582.97,4696.56,18.63
31/10/2020,13745.02,4725.79,17.96
01/11/2020,13784.52,.,.
02/11/2020,13573.93,4791.19,17.68
03/11/2020,14050.59,4786.35,17.54
04/11/2020,14160,4793.06,16.95
05/11/2020,15636.6,4778.73,17.33
06/11/2020,15596.33,4766.18,17.22
07/11/2020,14814.62,4796.56,16.6
08/11/2020,15487.88,4793.54,16.91
09/11/2020,15334.37,4700.58,19.73
10/11/2020,15325.25,4696.05,19.61
11/11/2020,15723.81,4677.03,18.76
12/11/2020,16319.72,4670.29,19.4
13/11/2020,16339.59,4713.07,18.41
14/11/2020,16093.3,4726.35,17.62
15/11/2020,15946.64,4659.03,20.31
16/11/2020,16714.58,4662.85,19.19
17/11/2020,17660.9,.,.
18/11/2020,17802.82,4577.11,22.79
19/11/2020,17804.44,4532.76,23.85
20/11/2020,18702.87,4482.73,25.59
21/11/2020,18710.14,4397.94,28.85
22/11/2020,18477.48,4410.13,29.9
23/11/2020,18391.21,4356.45,31.16
24/11/2020,19185.07,4349.93,31.96
25/11/2020,18706.15,4326.51,30.49
26/11/2020,17173,4431.85,27.66
27/11/2020,17156.99,4515.55,24.83
28/11/2020,17718.3,4546.54,21.96
29/11/2020,18238.52,4589.38,22.09
30/11/2020,19727,4477.44,24.35
01/12/2020,18763.35,4500.53,23.22
02/12/2020,19245.61,4483.87,22.86
03/12/2020,19430.07,4521.54,21.44
04/12/2020,18692.32,4587.18,19.96
05/12/2020,19156.82,4504.08,23.91
06/12/2020,19397.08,4418.64,27.36
07/12/2020,19202.88,4401.67,28.33
08/12/2020,18311.76,4471.07,25.7
09/12/2020,18550.01,4475.01,24.29
10/12/2020,18286.8,4380.26,28.11
11/12/2020,18048.14,4348.87,27.75
12/12/2020,18826.36,.,.
13/12/2020,19133.04,4304.76,28.81
14/12/2020,19288.43,4225.5,31.02
15/12/2020,19451.34,4288.7,30.32
16/12/2020,21384.63,4384.65,27.59
17/12/2020,22830.34,4373.94,30.15
18/12/2020,23169.26,4306.26,33.32
19/12/2020,23814.91,4386.54,30.74
20/12/2020,23451.68,4363.49,30.48
21/12/2020,22777.26,4328.87,31.98
22/12/2020,23839.99,4201.09,36.45
23/12/2020,23196.57,4170.7,35.13
24/12/2020,23740.01,4277.88,32.45
25/12/2020,24736.42,4259.52,30.23
26/12/2020,26519.1,4204.31,30.75
27/12/2020,26320.06,4173.11,31.77
28/12/2020,27044.14,4262.45,29.83
29/12/2020,27407.85,4357.86,26.67
30/12/2020,28934.56,4411.67,25.67
31/12/2020,29026.97,4463.12,23.87
01/01/2021,29391.09,4461.18,23.53
02/01/2021,32244.73,4511.61,22.94
03/01/2021,33134.1,4456.24,23.57
04/01/2021,32127.31,4520.16,21.67
05/01/2021,34131.23,4543.06,20.81
06/01/2021,36979.81,4575.52,19.63
07/01/2021,39573.39,4631.6,18.9
08/01/2021,40666.72,4602.45,19.33
09/01/2021,40346.3,4530.41,20.56
10/01/2021,38242.02,4545.86,19.63
11/01/2021,35474.31,4582.64,18.57
12/01/2021,33968.43,4525.12,21.03
13/01/2021,37520.66,4481.15,22.1
14/01/2021,39171.12,4500.21,21.55
15/01/2021,36868.39,4488.28,21.16
16/01/2021,35869.47,4412.53,24.37
17/01/2021,35931.15,4397.45,24.26
18/01/2021,36765.97,4446.59,21.82
19/01/2021,35673.03,4392.59,22.7
20/01/2021,35570.44,.,.
21/01/2021,30647.26,4391.69,22.17
22/01/2021,32885.51,4462.21,21.37
23/01/2021,32021.33,4459.45,20.32
24/01/2021,32250.01,4393.66,22.68
25/01/2021,31979,4271.78,28.21
26/01/2021,32579.82,4296.12,27.02
27/01/2021,30552.06,4175.2,33.52
28/01/2021,33484.8,4183.96,31.6
29/01/2021,34330.14,4287.5,29.99
30/01/2021,34229.25,4131.93,33.4
31/01/2021,33076.09,4155.38,32.34
01/02/2021,33457.6,4175.48,29.25
02/02/2021,35511.07,4300.17,25.42
03/02/2021,37769.41,4146.87,31.2
04/02/2021,37070.87,4123.34,30.19
05/02/2021,38376.86,3991.24,34.75
06/02/2021,38995.52,4001.05,32.99
07/02/2021,38888.74,3935.18,32.56
08/02/2021,46674.44,3930.08,31.77
09/02/2021,46595.44,4023.89,28.87
10/02/2021,44887.29,4008.01,27.47
11/02/2021,48121,4088.85,26.1
12/02/2021,47524.18,3923.68,30.96
13/02/2021,47274.23,3900.79,29.35
14/02/2021,48703.26,3901.36,29.43
15/02/2021,47911.87,3973.75,28.48
16/02/2021,49257.23,3941.48,29.45
17/02/2021,52269.84,3978.73,28.37
18/02/2021,51644.16,4057.84,27.5
19/02/2021,56029.51,4158.24,25.72
20/02/2021,55960.05,.,26.54
21/02/2021,57538.47,4132.15,26.19
22/02/2021,54130.33,4101.23,25.69
23/02/2021,48972.11,4176.82,24.72
24/02/2021,49789.99,4108.54,24.79
25/02/2021,46927.73,4121.43,25.07
26/02/2021,46360.17,4160.68,24.02
27/02/2021,45973.56,4115.77,23.96
28/02/2021,45352.29,4017.82,26.09
01/03/2021,49652.19,3900.86,27.75
02/03/2021,48368.22,3749.63,34.02
03/03/2021,50164.67,3735.48,32.69
04/03/2021,48327.39,3789.99,29.62
05/03/2021,48908.09,3666.77,32.95
06/03/2021,48986.85,3674.84,31.13
07/03/2021,50858.34,.,31.03
08/03/2021,52472.59,3764.79,30.19
09/03/2021,54999.99,3759.89,28.95
10/03/2021,56046.27,3795.73,29.05
11/03/2021,57911.02,3911.74,27.23
12/03/2021,57174.89,3900.11,26.95
13/03/2021,61130.22,3821.55,28.36
14/03/2021,59192.98,3818.83,28.16
15/03/2021,55430.19,3785.38,28.71
16/03/2021,57126.52,3825.33,26.7
17/03/2021,59221.23,.,27.53
18/03/2021,57562.46,3831.39,27.54
19/03/2021,58001.29,3845.08,26.73
20/03/2021,58051.01,3902.62,26.08
21/03/2021,57402.03,3899.38,24.64
22/03/2021,54230.21,3854.43,26.17
23/03/2021,54268.81,3818.8,27.29
24/03/2021,52294.65,3801.78,26.82
25/03/2021,51386.2,3790.38,26.4
26/03/2021,55314.11,3863.16,24.23
27/03/2021,55932.18,3830.85,25.3
28/03/2021,55821.59,3936.69,24.5
29/03/2021,57630.72,3959.9,23.88
30/03/2021,58800,3998.95,23.11
31/03/2021,58837.71,3961.63,23.03
01/04/2021,58768.84,3966.84,23.36
02/04/2021,59019.55,3921.05,24.69
03/04/2021,56731,4023.61,23.24
04/04/2021,58266.39,4072.43,22.33
05/04/2021,59200,4130.29,21.33
06/04/2021,58018.31,4118.63,22.84
07/04/2021,55962.11,4091.19,23.93
08/04/2021,58108.65,4155.17,21.95
09/04/2021,58126.14,4151.94,21.44
10/04/2021,60039.35,4145.19,21.15
11/04/2021,60133.37,4140.06,21.29
12/04/2021,59903.04,4122.47,21.77
13/04/2021,63660.94,4210.24,19.74
14/04/2021,63283.43,4207.27,20.2
15/04/2021,63346.93,4280.15,19.53
16/04/2021,61486.08,4297.14,19.95
17/04/2021,60199.33,4305.2,19.69
18/04/2021,56351.2,4274.04,19.9
19/04/2021,55797.39,4283.74,19.56
20/04/2021,56514.9,4228.48,20.6
21/04/2021,53919.48,4137.99,23.8
22/04/2021,51653.27,4128.73,24.11
23/04/2021,51231.69,4140.77,22.82
24/04/2021,50167.5,4199.12,21.78
25/04/2021,49272.06,4057.66,25.56
26/04/2021,53969.71,4030.61,26.21
27/04/2021,55120.81,3986.16,26.21
28/04/2021,54964.11,3955,25.87
29/04/2021,53562.87,3966.85,25.56
30/04/2021,57640.17,3924.26,25.47
01/05/2021,57868.94,.,25.99
02/05/2021,56631.64,3908.19,26.91
03/05/2021,57213.29,3979.87,24.64
04/05/2021,53128.68,4006.18,23.61
05/05/2021,57518.01,4067.36,22.79
06/05/2021,56485.77,4110.41,23.87
07/05/2021,57373.88,3932.69,27.27
08/05/2021,59045.17,3946.01,26.16
09/05/2021,58410.34,3901.35,26.27
10/05/2021,55936.77,3873.33,26.3
11/05/2021,56719,3899.89,25.76
12/05/2021,49095.57,3855.93,27.16
13/05/2021,49635.45,3789.93,27.99
14/05/2021,49923.92,3757.99,27.35
15/05/2021,46984.74,3693.23,29.92
16/05/2021,46523.31,3655.04,32.26
17/05/2021,43768.74,3647.29,32.6
18/05/2021,42989.8,3719.04,30.18
19/05/2021,37236.61,3640.47,31.84
20/05/2021,40749.78,3585.62,31.62
21/05/2021,37425,3678.43,30.1
22/05/2021,37383.34,3790.93,29.07
23/05/2021,34927.4,3783.28,28.55
24/05/2021,38725.06,3744.52,30.52
25/05/2021,38370,3639.66,31.36
26/05/2021,39213.41,3612.39,32.45
27/05/2021,38368.17,3588.84,33.63
28/05/2021,35770,3577.03,33.57
29/05/2021,34621.64,3669.91,31.94
30/05/2021,35545.27,3583.07,32.02
31/05/2021,37153.71,3677.95,31.37
01/06/2021,36764.58,3719.98,30.5
02/06/2021,37501.36,3695.16,30.76
03/06/2021,39215.09,3665.78,29.98
04/06/2021,36895.48,3752.75,29.69
05/06/2021,35565,3797.34,29.85
06/06/2021,35873.42,3859.11,28.46
07/06/2021,33816.09,3830.6,27.28
08/06/2021,33432.26,3807.3,27.39
09/06/2021,37357.02,3901.06,25.75
10/06/2021,36717.51,3871.98,25.88
11/06/2021,37282.15,3856.1,25.81
12/06/2021,35609.66,3759.69,25.86
13/06/2021,39122.03,3719.89,25.3
14/06/2021,40496.92,3770.55,24.55
15/06/2021,40093.93,3806.8,24.35
16/06/2021,38394.4,3828.11,25.54
17/06/2021,38027.63,3748.57,26.09
18/06/2021,35777.39,3956.37,23.53
19/06/2021,35498.24,3992.93,22.52
20/06/2021,35565.82,3957.25,23.73
21/06/2021,31686.69,3991.73,24.54
22/06/2021,32508.26,3958.79,24.11
23/06/2021,33688.35,3946.56,23.93
24/06/2021,34695.34,3965.34,23.12
25/06/2021,31704.87,3949.94,22.36
26/06/2021,32265.95,4003.58,21.29
27/06/2021,34596.99,4027.26,20.35
28/06/2021,34541.8,.,20.42
29/06/2021,35928.75,4026.12,20.5
30/06/2021,34995.83,3963.94,22.21
01/07/2021,33538.49,3957.63,21.89
02/07/2021,33832.49,4080.11,20.58
03/07/2021,34633.93,4076.57,19.84
04/07/2021,35126.9,4071.7,19.06
05/07/2021,33673.22,3998.84,20.75
06/07/2021,34193.9,3941.26,22.17
07/07/2021,33791,3933.92,22.68
08/07/2021,32878.23,3963.51,22.29
09/07/2021,33766.87,3934.38,22.83
10/07/2021,33547.19,3990.56,25
11/07/2021,34236.21,4019.65,22.55
12/07/2021,33096.86,3995.32,21.14
13/07/2021,32768.54,3895.75,22.83
14/07/2021,32817.18,3852.36,22.62
15/07/2021,31891.09,3817.66,22.42
16/07/2021,31408.78,3821.62,21.48
17/07/2021,31503.78,3878.44,20.07
18/07/2021,31753.02,3822.39,21.97
19/07/2021,30849.9,3844.82,
20/07/2021,29788.61,,
21/07/2021,32086.04,,
22/07/2021,32327.95,,
23/07/2021,33700,,
24/07/2021,34275.43,,
25/07/2021,35368.57,,
26/07/2021,37269.12,,
27/07/2021,39381.82,,
28/07/2021,40031.56,,
29/07/2021,40024.94,,
30/07/2021,42188.95,,
31/07/2021,41472.42,,
01/08/2021,39816.76,,
02/08/2021,39146.69,,
03/08/2021,38207.27,,
04/08/2021,39730,,
05/08/2021,40893.75,,
06/08/2021,42827.76,,
07/08/2021,44488.87,,
08/08/2021,43933.26,,
09/08/2021,46208.5,,
10/08/2021,45565.76,,
11/08/2021,45482.95,,
12/08/2021,44454.37,,
13/08/2021,47765.41,,
14/08/2021,47134.61,,
15/08/2021,47090,,
16/08/2021,45930.71,,
17/08/2021,44718.51,,
18/08/2021,44735.2,,
19/08/2021,46736.74,,
20/08/2021,49350.99,,
21/08/2021,48896.95,,
22/08/2021,49328.47,,
23/08/2021,49464.66,,
24/08/2021,47770.4,,
25/08/2021,48985.05,,
26/08/2021,46770.6,,
27/08/2021,49082.04,,
28/08/2021,48963.41,,
29/08/2021,48770.78,,
30/08/2021,46924.16,,
31/08/2021,47065.73,,
01/09/2021,48889.19,,
02/09/2021,49273.33,,
03/09/2021,49919.31,,
04/09/2021,49949.07,,
05/09/2021,51782.76,,
06/09/2021,52691.2,,
07/09/2021,46943.82,,
08/09/2021,46022.48,,
09/09/2021,46414.58,,
10/09/2021,44897.75,,
11/09/2021,45127.48,,
12/09/2021,46010.13,,
13/09/2021,44969.02,,
14/09/2021,47096.48,,
15/09/2021,48106.71,,
16/09/2021,47772.7,,
17/09/2021,47337.8,,
18/09/2021,48300.04,,
19/09/2021,47270.75,,
20/09/2021,42991.14,,
