DATE,RRAwardRate,SDTBills,,Date,AwardRate,Tbills4
22/09/2015,0.05,-0.02,,30/06/2022,1.55,1.26
23/09/2015,0.05,-0.03,,01/07/2022,1.55,1.26
24/09/2015,0.05,-0.03,,04/07/2022,1.55,
25/09/2015,0.05,-0.02,,05/07/2022,1.55,1.27
28/09/2015,0.05,-0.02,,06/07/2022,1.55,1.29
29/09/2015,0.05,-0.01,,07/07/2022,1.55,1.53
30/09/2015,0.05,-0.02,,08/07/2022,1.55,1.55
01/10/2015,0.05,-0.01,,11/07/2022,1.55,1.53
02/10/2015,0.05,-0.02,,12/07/2022,1.55,1.57
05/10/2015,0.05,-0.02,,13/07/2022,1.55,1.68
06/10/2015,0.05,-0.01,,14/07/2022,1.55,1.96
07/10/2015,0.05,0,,15/07/2022,1.55,1.95
08/10/2015,0.05,-0.01,,18/07/2022,1.55,1.91
09/10/2015,0.05,0.01,,19/07/2022,1.55,1.87
12/10/2015,,,,20/07/2022,1.55,1.84
13/10/2015,0.05,0,,21/07/2022,1.55,2.12
14/10/2015,0.05,0,,22/07/2022,1.55,2.12
15/10/2015,0.05,0,,25/07/2022,1.55,2.1
16/10/2015,0.05,0.03,,26/07/2022,1.55,2.12
19/10/2015,0.05,0.07,,27/07/2022,1.55,2.09
20/10/2015,0.05,0.08,,28/07/2022,2.3,2.15
21/10/2015,0.05,0.01,,29/07/2022,2.3,2.16
22/10/2015,0.05,0.02,,01/08/2022,2.3,2.15
23/10/2015,0.05,0.01,,02/08/2022,2.3,2.15
26/10/2015,0.05,0.01,,03/08/2022,2.3,2.14
27/10/2015,0.05,0.01,,04/08/2022,2.3,2.12
28/10/2015,0.05,0.03,,05/08/2022,2.3,2.14
29/10/2015,0.05,0.02,,08/08/2022,2.3,2.14
30/10/2015,0.05,0.01,,09/08/2022,2.3,2.14
02/11/2015,0.05,0.01,,10/08/2022,2.3,2.15
03/11/2015,0.05,0.07,,11/08/2022,2.3,2.17
04/11/2015,0.05,0.07,,12/08/2022,2.3,2.16
05/11/2015,0.05,0.04,,15/08/2022,2.3,2.18
06/11/2015,0.05,0.04,,16/08/2022,2.3,2.16
09/11/2015,0.05,0.05,,17/08/2022,2.3,2.11
10/11/2015,0.05,0.08,,18/08/2022,2.3,2.16
11/11/2015,,,,19/08/2022,2.3,2.16
12/11/2015,0.05,0.08,,22/08/2022,2.3,2.18
13/11/2015,0.05,0.03,,23/08/2022,2.3,2.17
16/11/2015,0.05,0.04,,24/08/2022,2.3,2.17
17/11/2015,0.05,0.07,,25/08/2022,2.3,2.34
18/11/2015,0.05,0.07,,26/08/2022,2.3,2.31
19/11/2015,0.05,0.06,,29/08/2022,2.3,2.35
20/11/2015,0.05,0.05,,30/08/2022,2.3,2.32
23/11/2015,0.05,0.05,,31/08/2022,2.3,2.29
24/11/2015,0.05,0.13,,01/09/2022,2.3,2.46
25/11/2015,0.05,0.14,,02/09/2022,2.3,2.42
26/11/2015,,,,05/09/2022,2.3,
27/11/2015,0.05,0.13,,06/09/2022,2.3,2.34
30/11/2015,0.05,0.1,,07/09/2022,2.3,2.18
01/12/2015,0.05,0.19,,08/09/2022,2.3,2.5
02/12/2015,0.05,0.19,,09/09/2022,2.3,2.5
03/12/2015,0.05,0.18,,12/09/2022,2.3,2.54
04/12/2015,0.05,0.17,,13/09/2022,2.3,2.45
07/12/2015,0.05,0.2,,14/09/2022,2.3,2.43
08/12/2015,0.05,0.23,,15/09/2022,2.3,2.68
09/12/2015,0.05,0.19,,16/09/2022,2.3,2.6
10/12/2015,0.05,0.19,,19/09/2022,2.3,2.53
11/12/2015,0.05,0.15,,20/09/2022,2.3,2.47
14/12/2015,0.05,0.12,,21/09/2022,2.3,2.46
15/12/2015,0.05,0.21,,22/09/2022,3.05,2.65
16/12/2015,0.05,0.2,,23/09/2022,3.05,2.59
17/12/2015,0.25,0.18,,26/09/2022,3.05,2.64
18/12/2015,0.25,0.16,,27/09/2022,3.05,2.6
21/12/2015,0.25,0.13,,28/09/2022,3.05,2.5
22/12/2015,0.25,0.19,,29/09/2022,3.05,2.68
23/12/2015,0.25,0.19,,30/09/2022,3.05,2.7
24/12/2015,0.25,0.15,,03/10/2022,3.05,2.75
25/12/2015,,,,04/10/2022,3.05,2.77
28/12/2015,0.25,0.12,,05/10/2022,3.05,2.74
29/12/2015,0.25,0.18,,06/10/2022,3.05,2.94
30/12/2015,0.25,0.08,,07/10/2022,3.05,2.92
31/12/2015,0.25,0.14,,10/10/2022,3.05,
01/01/2016,,,,11/10/2022,3.05,2.92
04/01/2016,0.25,0.17,,12/10/2022,3.05,2.91
05/01/2016,0.25,0.2,,13/10/2022,3.05,3.23
06/01/2016,0.25,0.21,,14/10/2022,3.05,3.18
07/01/2016,0.25,0.2,,17/10/2022,3.05,3.16
08/01/2016,0.25,0.2,,18/10/2022,3.05,3.08
11/01/2016,0.25,0.19,,19/10/2022,3.05,3.13
12/01/2016,0.25,0.22,,20/10/2022,3.05,3.44
13/01/2016,0.25,0.22,,21/10/2022,3.05,3.42
14/01/2016,0.25,0.22,,24/10/2022,3.05,3.42
15/01/2016,0.25,0.19,,25/10/2022,3.05,3.4
18/01/2016,,,,26/10/2022,3.05,3.36
19/01/2016,0.25,0.2,,27/10/2022,3.05,3.61
20/01/2016,0.25,0.26,,28/10/2022,3.05,3.6
21/01/2016,0.25,0.27,,31/10/2022,3.05,3.57
22/01/2016,0.25,0.25,,01/11/2022,3.05,3.56
25/01/2016,0.25,0.24,,02/11/2022,3.05,3.53
26/01/2016,0.25,0.29,,03/11/2022,3.8,3.63
27/01/2016,0.25,0.27,,04/11/2022,3.8,3.6
28/01/2016,0.25,0.25,,07/11/2022,3.8,3.64
29/01/2016,0.25,0.21,,08/11/2022,3.8,3.51
01/02/2016,0.25,0.17,,09/11/2022,3.8,3.48
02/02/2016,0.25,0.26,,10/11/2022,3.8,3.58
03/02/2016,0.25,0.27,,11/11/2022,3.8,
04/02/2016,0.25,0.24,,14/11/2022,3.8,3.58
05/02/2016,0.25,0.22,,15/11/2022,3.8,3.62
08/02/2016,0.25,0.2,,16/11/2022,3.8,3.64
09/02/2016,0.25,0.27,,17/11/2022,3.8,3.8
10/02/2016,0.25,0.27,,18/11/2022,3.8,3.79
11/02/2016,0.25,0.27,,21/11/2022,3.8,3.82
12/02/2016,0.25,0.25,,22/11/2022,3.8,3.81
15/02/2016,,,,23/11/2022,3.8,3.97
16/02/2016,0.25,0.22,,24/11/2022,3.8,
17/02/2016,0.25,0.28,,25/11/2022,3.8,4.01
18/02/2016,0.25,0.28,,28/11/2022,3.8,3.96
19/02/2016,0.25,0.26,,29/11/2022,3.8,3.92
22/02/2016,0.25,0.27,,30/11/2022,3.8,3.91
23/02/2016,0.25,0.28,,01/12/2022,3.8,3.87
24/02/2016,0.25,0.28,,02/12/2022,3.8,3.75
25/02/2016,0.25,0.26,,05/12/2022,3.8,3.75
26/02/2016,0.25,0.25,,06/12/2022,3.8,3.68
29/02/2016,0.25,0.22,,07/12/2022,3.8,3.6
01/03/2016,0.25,0.29,,08/12/2022,3.8,3.61
02/03/2016,0.25,0.27,,09/12/2022,3.8,3.66
03/03/2016,0.25,0.25,,12/12/2022,3.8,3.68
04/03/2016,0.25,0.25,,13/12/2022,3.8,3.71
07/03/2016,0.25,0.26,,14/12/2022,3.8,3.73
08/03/2016,0.25,0.27,,15/12/2022,4.3,3.79
09/03/2016,0.25,0.27,,16/12/2022,4.3,3.78
10/03/2016,0.25,0.27,,19/12/2022,4.3,3.77
11/03/2016,0.25,0.27,,20/12/2022,4.3,3.69
14/03/2016,0.25,0.27,,21/12/2022,4.3,3.66
15/03/2016,0.25,0.29,,22/12/2022,4.3,3.65
16/03/2016,0.25,0.28,,23/12/2022,4.3,3.65
17/03/2016,0.25,0.29,,26/12/2022,4.3,
18/03/2016,0.25,0.27,,27/12/2022,4.3,3.62
21/03/2016,0.25,0.25,,28/12/2022,4.3,3.57
22/03/2016,0.25,0.28,,29/12/2022,4.3,3.88
23/03/2016,0.25,0.27,,,,
24/03/2016,,0.24,,,,
25/03/2016,,,,,,
28/03/2016,0.25,0.18,,,,
29/03/2016,0.25,0.18,,,,
30/03/2016,0.25,0.14,,,,
31/03/2016,0.25,0.18,,,,
01/04/2016,0.25,0.2,,,,
04/04/2016,0.25,0.18,,,,
05/04/2016,0.25,0.19,,,,
06/04/2016,0.25,0.19,,,,
07/04/2016,0.25,0.2,,,,
08/04/2016,0.25,0.2,,,,
11/04/2016,0.25,0.19,,,,
12/04/2016,0.25,0.21,,,,
13/04/2016,0.25,0.21,,,,
14/04/2016,0.25,0.21,,,,
15/04/2016,0.25,0.19,,,,
18/04/2016,0.25,0.15,,,,
19/04/2016,0.25,0.18,,,,
20/04/2016,0.25,0.18,,,,
21/04/2016,0.25,0.19,,,,
22/04/2016,0.25,0.19,,,,
25/04/2016,0.25,0.16,,,,
26/04/2016,0.25,0.19,,,,
27/04/2016,0.25,0.18,,,,
28/04/2016,0.25,0.17,,,,
29/04/2016,0.25,0.16,,,,
02/05/2016,0.25,0.1,,,,
03/05/2016,0.25,0.18,,,,
04/05/2016,0.25,0.18,,,,
05/05/2016,0.25,0.2,,,,
06/05/2016,0.25,0.2,,,,
09/05/2016,0.25,0.21,,,,
10/05/2016,0.25,0.25,,,,
11/05/2016,0.25,0.25,,,,
12/05/2016,0.25,0.25,,,,
13/05/2016,0.25,0.24,,,,
16/05/2016,0.25,0.2,,,,
17/05/2016,0.25,0.25,,,,
18/05/2016,0.25,0.25,,,,
19/05/2016,0.25,0.24,,,,
20/05/2016,0.25,0.25,,,,
23/05/2016,0.25,0.25,,,,
24/05/2016,0.25,0.27,,,,
25/05/2016,0.25,0.23,,,,
26/05/2016,0.25,0.16,,,,
27/05/2016,0.25,0.22,,,,
30/05/2016,,,,,,
31/05/2016,0.25,0.27,,,,
01/06/2016,0.25,0.27,,,,
02/06/2016,0.25,0.19,,,,
03/06/2016,0.25,0.18,,,,
06/06/2016,0.25,0.18,,,,
07/06/2016,0.25,0.2,,,,
08/06/2016,0.25,0.2,,,,
09/06/2016,0.25,0.21,,,,
10/06/2016,0.25,0.18,,,,
13/06/2016,0.25,0.22,,,,
14/06/2016,0.25,0.24,,,,
15/06/2016,0.25,0.23,,,,
16/06/2016,0.25,0.23,,,,
17/06/2016,0.25,0.22,,,,
20/06/2016,0.25,0.22,,,,
21/06/2016,0.25,0.25,,,,
22/06/2016,0.25,0.25,,,,
23/06/2016,0.25,0.27,,,,
24/06/2016,0.25,0.24,,,,
27/06/2016,0.25,0.21,,,,
28/06/2016,0.25,0.25,,,,
29/06/2016,0.25,0.18,,,,
30/06/2016,0.25,0.19,,,,
01/07/2016,0.25,0.23,,,,
04/07/2016,,,,,,
05/07/2016,0.25,0.27,,,,
06/07/2016,0.25,0.26,,,,
07/07/2016,0.25,0.27,,,,
08/07/2016,0.25,0.26,,,,
11/07/2016,0.25,0.27,,,,
12/07/2016,0.25,0.29,,,,
13/07/2016,0.25,0.29,,,,
14/07/2016,0.25,0.29,,,,
15/07/2016,0.25,0.26,,,,
18/07/2016,0.25,0.25,,,,
19/07/2016,0.25,0.29,,,,
20/07/2016,0.25,0.27,,,,
21/07/2016,0.25,0.28,,,,
22/07/2016,0.25,0.28,,,,
25/07/2016,0.25,0.27,,,,
26/07/2016,0.25,0.24,,,,
27/07/2016,0.25,0.24,,,,
28/07/2016,0.25,0.18,,,,
29/07/2016,0.25,0.18,,,,
01/08/2016,0.25,0.19,,,,
02/08/2016,0.25,0.28,,,,
03/08/2016,0.25,0.26,,,,
04/08/2016,0.25,0.24,,,,
05/08/2016,0.25,0.23,,,,
08/08/2016,0.25,0.26,,,,
09/08/2016,0.25,0.27,,,,
10/08/2016,0.25,0.27,,,,
11/08/2016,0.25,0.27,,,,
12/08/2016,0.25,0.27,,,,
15/08/2016,0.25,0.25,,,,
16/08/2016,0.25,0.27,,,,
17/08/2016,0.25,0.27,,,,
18/08/2016,0.25,0.27,,,,
19/08/2016,0.25,0.27,,,,
22/08/2016,0.25,0.23,,,,
23/08/2016,0.25,0.28,,,,
24/08/2016,0.25,0.28,,,,
25/08/2016,0.25,0.27,,,,
26/08/2016,0.25,0.27,,,,
29/08/2016,0.25,0.24,,,,
30/08/2016,0.25,0.23,,,,
31/08/2016,0.25,0.26,,,,
01/09/2016,0.25,0.26,,,,
02/09/2016,0.25,0.24,,,,
05/09/2016,,,,,,
06/09/2016,0.25,0.24,,,,
07/09/2016,0.25,0.25,,,,
08/09/2016,0.25,0.25,,,,
09/09/2016,0.25,0.23,,,,
12/09/2016,0.25,0.22,,,,
13/09/2016,0.25,0.25,,,,
14/09/2016,0.25,0.24,,,,
15/09/2016,0.25,0.19,,,,
16/09/2016,0.25,0.19,,,,
19/09/2016,0.25,0.14,,,,
20/09/2016,0.25,0.17,,,,
21/09/2016,0.25,0.12,,,,
22/09/2016,0.25,0.1,,,,
23/09/2016,0.25,0.09,,,,
26/09/2016,0.25,0.1,,,,
27/09/2016,0.25,0.16,,,,
28/09/2016,0.25,0.14,,,,
29/09/2016,0.25,0.11,,,,
30/09/2016,0.25,0.19,,,,
03/10/2016,0.25,0.24,,,,
04/10/2016,0.25,0.28,,,,
05/10/2016,0.25,0.26,,,,
06/10/2016,0.25,0.25,,,,
07/10/2016,0.25,0.25,,,,
10/10/2016,,,,,,
11/10/2016,0.25,0.26,,,,
12/10/2016,0.25,0.25,,,,
13/10/2016,0.25,0.26,,,,
14/10/2016,0.25,0.25,,,,
17/10/2016,0.25,0.23,,,,
18/10/2016,0.25,0.26,,,,
19/10/2016,0.25,0.24,,,,
20/10/2016,0.25,0.24,,,,
21/10/2016,0.25,0.24,,,,
24/10/2016,0.25,0.21,,,,
25/10/2016,0.25,0.22,,,,
26/10/2016,0.25,0.25,,,,
27/10/2016,0.25,0.18,,,,
28/10/2016,0.25,0.17,,,,
31/10/2016,0.25,0.18,,,,
01/11/2016,0.25,0.24,,,,
02/11/2016,0.25,0.23,,,,
03/11/2016,0.25,0.23,,,,
04/11/2016,0.25,0.24,,,,
07/11/2016,0.25,0.26,,,,
08/11/2016,0.25,0.28,,,,
09/11/2016,0.25,0.29,,,,
10/11/2016,0.25,0.29,,,,
11/11/2016,,,,,,
14/11/2016,0.25,0.29,,,,
15/11/2016,0.25,0.3,,,,
16/11/2016,0.25,0.31,,,,
17/11/2016,0.25,0.29,,,,
18/11/2016,0.25,0.27,,,,
21/11/2016,0.25,0.25,,,,
22/11/2016,0.25,0.34,,,,
23/11/2016,0.25,0.34,,,,
24/11/2016,,,,,,
25/11/2016,0.25,0.33,,,,
28/11/2016,0.25,0.3,,,,
29/11/2016,0.25,0.34,,,,
30/11/2016,0.25,0.37,,,,
01/12/2016,0.25,0.31,,,,
02/12/2016,0.25,0.32,,,,
05/12/2016,0.25,0.31,,,,
06/12/2016,0.25,0.34,,,,
07/12/2016,0.25,0.37,,,,
08/12/2016,0.25,0.38,,,,
09/12/2016,0.25,0.39,,,,
12/12/2016,0.25,0.4,,,,
13/12/2016,0.25,0.46,,,,
14/12/2016,0.25,0.48,,,,
15/12/2016,0.5,0.47,,,,
16/12/2016,0.5,0.45,,,,
19/12/2016,0.5,0.44,,,,
20/12/2016,0.5,0.47,,,,
21/12/2016,0.5,0.45,,,,
22/12/2016,0.5,0.41,,,,
23/12/2016,0.5,0.41,,,,
26/12/2016,,,,,,
27/12/2016,0.5,0.49,,,,
28/12/2016,0.5,0.47,,,,
29/12/2016,0.5,0.38,,,,
30/12/2016,0.5,0.43,,,,
02/01/2017,,,,,,
03/01/2017,0.5,0.51,,,,
04/01/2017,0.5,0.48,,,,
05/01/2017,0.5,0.5,,,,
06/01/2017,0.5,0.49,,,,
09/01/2017,0.5,0.49,,,,
10/01/2017,0.5,0.5,,,,
11/01/2017,0.5,0.5,,,,
12/01/2017,0.5,0.51,,,,
13/01/2017,0.5,0.51,,,,
16/01/2017,,,,,,
17/01/2017,0.5,0.51,,,,
18/01/2017,0.5,0.47,,,,
19/01/2017,0.5,0.46,,,,
20/01/2017,0.5,0.45,,,,
23/01/2017,0.5,0.45,,,,
24/01/2017,0.5,0.49,,,,
25/01/2017,0.5,0.47,,,,
26/01/2017,0.5,0.48,,,,
27/01/2017,0.5,0.48,,,,
30/01/2017,0.5,0.48,,,,
31/01/2017,0.5,0.49,,,,
01/02/2017,0.5,0.49,,,,
02/02/2017,0.5,0.49,,,,
03/02/2017,0.5,0.48,,,,
06/02/2017,0.5,0.47,,,,
07/02/2017,0.5,0.5,,,,
08/02/2017,0.5,0.51,,,,
09/02/2017,0.5,0.5,,,,
10/02/2017,0.5,0.5,,,,
13/02/2017,0.5,0.49,,,,
14/02/2017,0.5,0.5,,,,
15/02/2017,0.5,0.52,,,,
16/02/2017,0.5,0.5,,,,
17/02/2017,0.5,0.49,,,,
20/02/2017,,,,,,
21/02/2017,0.5,0.48,,,,
22/02/2017,0.5,0.46,,,,
23/02/2017,0.5,0.38,,,,
24/02/2017,0.5,0.39,,,,
27/02/2017,0.5,0.43,,,,
28/02/2017,0.5,0.39,,,,
01/03/2017,0.5,0.45,,,,
02/03/2017,0.5,0.5,,,,
03/03/2017,0.5,0.54,,,,
06/03/2017,0.5,0.53,,,,
07/03/2017,0.5,0.54,,,,
08/03/2017,0.5,0.52,,,,
09/03/2017,0.5,0.48,,,,
10/03/2017,0.5,0.58,,,,
13/03/2017,0.5,0.67,,,,
14/03/2017,0.5,0.76,,,,
15/03/2017,0.5,0.7,,,,
16/03/2017,0.75,0.67,,,,
17/03/2017,0.75,0.7,,,,
20/03/2017,0.75,0.68,,,,
21/03/2017,0.75,0.75,,,,
22/03/2017,0.75,0.73,,,,
23/03/2017,0.75,0.72,,,,
24/03/2017,0.75,0.72,,,,
27/03/2017,0.75,0.72,,,,
28/03/2017,0.75,0.74,,,,
29/03/2017,0.75,0.75,,,,
30/03/2017,0.75,0.74,,,,
31/03/2017,0.75,0.73,,,,
03/04/2017,0.75,0.71,,,,
04/04/2017,0.75,0.76,,,,
05/04/2017,0.75,0.76,,,,
06/04/2017,0.75,0.77,,,,
07/04/2017,0.75,0.76,,,,
10/04/2017,0.75,0.76,,,,
11/04/2017,0.75,0.73,,,,
12/04/2017,0.75,0.76,,,,
13/04/2017,,0.75,,,,
14/04/2017,,,,,,
17/04/2017,0.75,0.74,,,,
18/04/2017,0.75,0.75,,,,
19/04/2017,0.75,0.74,,,,
20/04/2017,0.75,0.72,,,,
21/04/2017,0.75,0.71,,,,
24/04/2017,0.75,0.72,,,,
25/04/2017,0.75,0.72,,,,
26/04/2017,0.75,0.73,,,,
27/04/2017,0.75,0.69,,,,
28/04/2017,0.75,0.66,,,,
01/05/2017,0.75,0.64,,,,
02/05/2017,0.75,0.71,,,,
03/05/2017,0.75,0.72,,,,
04/05/2017,0.75,0.69,,,,
05/05/2017,0.75,0.68,,,,
08/05/2017,0.75,0.69,,,,
09/05/2017,0.75,0.73,,,,
10/05/2017,0.75,0.69,,,,
11/05/2017,0.75,0.66,,,,
12/05/2017,0.75,0.66,,,,
15/05/2017,0.75,0.69,,,,
16/05/2017,0.75,0.71,,,,
17/05/2017,0.75,0.7,,,,
18/05/2017,0.75,0.71,,,,
19/05/2017,0.75,0.68,,,,
22/05/2017,0.75,0.66,,,,
23/05/2017,0.75,0.75,,,,
24/05/2017,0.75,0.74,,,,
25/05/2017,0.75,0.7,,,,
26/05/2017,0.75,0.72,,,,
29/05/2017,,,,,,
30/05/2017,0.75,0.76,,,,
31/05/2017,0.75,0.85,,,,
01/06/2017,0.75,0.8,,,,
02/06/2017,0.75,0.8,,,,
05/06/2017,0.75,0.8,,,,
06/06/2017,0.75,0.82,,,,
07/06/2017,0.75,0.82,,,,
08/06/2017,0.75,0.78,,,,
09/06/2017,0.75,0.78,,,,
12/06/2017,0.75,0.79,,,,
13/06/2017,0.75,0.88,,,,
14/06/2017,0.75,0.89,,,,
15/06/2017,1,0.84,,,,
16/06/2017,1,0.83,,,,
19/06/2017,1,0.82,,,,
20/06/2017,1,0.87,,,,
21/06/2017,1,0.84,,,,
22/06/2017,1,0.78,,,,
23/06/2017,1,0.74,,,,
26/06/2017,1,0.77,,,,
27/06/2017,1,0.88,,,,
28/06/2017,1,0.87,,,,
29/06/2017,1,0.86,,,,
30/06/2017,1,0.82,,,,
03/07/2017,1,0.95,,,,
04/07/2017,,,,,,
05/07/2017,1,0.95,,,,
06/07/2017,1,0.93,,,,
07/07/2017,1,0.92,,,,
10/07/2017,1,0.92,,,,
11/07/2017,1,0.95,,,,
12/07/2017,1,0.92,,,,
13/07/2017,1,0.93,,,,
14/07/2017,1,0.91,,,,
17/07/2017,1,0.92,,,,
18/07/2017,1,0.93,,,,
19/07/2017,1,0.97,,,,
20/07/2017,1,0.97,,,,
21/07/2017,1,0.97,,,,
24/07/2017,1,0.96,,,,
25/07/2017,1,0.94,,,,
26/07/2017,1,1,,,,
27/07/2017,1,0.99,,,,
28/07/2017,1,0.98,,,,
31/07/2017,1,0.98,,,,
01/08/2017,1,0.98,,,,
02/08/2017,1,1,,,,
03/08/2017,1,0.98,,,,
04/08/2017,1,0.98,,,,
07/08/2017,1,0.97,,,,
08/08/2017,1,0.98,,,,
09/08/2017,1,0.99,,,,
10/08/2017,1,1,,,,
11/08/2017,1,0.98,,,,
14/08/2017,1,0.93,,,,
15/08/2017,1,0.96,,,,
16/08/2017,1,0.95,,,,
17/08/2017,1,0.94,,,,
18/08/2017,1,0.95,,,,
21/08/2017,1,0.93,,,,
22/08/2017,1,0.92,,,,
23/08/2017,1,0.97,,,,
24/08/2017,1,0.97,,,,
25/08/2017,1,0.97,,,,
28/08/2017,1,0.98,,,,
29/08/2017,1,0.95,,,,
30/08/2017,1,0.94,,,,
31/08/2017,1,0.93,,,,
01/09/2017,1,0.94,,,,
04/09/2017,,,,,,
05/09/2017,1,1.28,,,,
06/09/2017,1,1.02,,,,
07/09/2017,1,0.96,,,,
08/09/2017,1,0.94,,,,
11/09/2017,1,0.95,,,,
12/09/2017,1,0.98,,,,
13/09/2017,1,0.98,,,,
14/09/2017,1,0.97,,,,
15/09/2017,1,0.96,,,,
18/09/2017,1,0.94,,,,
19/09/2017,1,0.96,,,,
20/09/2017,1,0.97,,,,
21/09/2017,1,0.97,,,,
22/09/2017,1,0.95,,,,
25/09/2017,1,0.95,,,,
26/09/2017,1,0.95,,,,
27/09/2017,1,0.97,,,,
28/09/2017,1,0.95,,,,
29/09/2017,1,0.94,,,,
02/10/2017,1,0.93,,,,
03/10/2017,1,0.99,,,,
04/10/2017,1,0.98,,,,
05/10/2017,1,1,,,,
06/10/2017,1,1.01,,,,
09/10/2017,,,,,,
10/10/2017,1,1.02,,,,
11/10/2017,1,1.02,,,,
12/10/2017,1,0.97,,,,
13/10/2017,1,0.95,,,,
16/10/2017,1,0.94,,,,
17/10/2017,1,0.97,,,,
18/10/2017,1,0.97,,,,
19/10/2017,1,0.97,,,,
20/10/2017,1,0.97,,,,
23/10/2017,1,0.98,,,,
24/10/2017,1,0.99,,,,
25/10/2017,1,0.99,,,,
26/10/2017,1,0.97,,,,
27/10/2017,1,0.96,,,,
30/10/2017,1,0.94,,,,
31/10/2017,1,0.98,,,,
01/11/2017,1,1.04,,,,
02/11/2017,1,1,,,,
03/11/2017,1,1,,,,
06/11/2017,1,1,,,,
07/11/2017,1,1.03,,,,
08/11/2017,1,1.03,,,,
09/11/2017,1,1.05,,,,
10/11/2017,1,1.03,,,,
13/11/2017,1,1.04,,,,
14/11/2017,1,1.04,,,,
15/11/2017,1,1.06,,,,
16/11/2017,1,1.06,,,,
17/11/2017,1,1.05,,,,
20/11/2017,1,1.05,,,,
21/11/2017,1,1.13,,,,
22/11/2017,1,1.14,,,,
23/11/2017,,,,,,
24/11/2017,1,1.12,,,,
27/11/2017,1,1.12,,,,
28/11/2017,1,1.14,,,,
29/11/2017,1,1.15,,,,
30/11/2017,1,1.12,,,,
01/12/2017,1,1.11,,,,
04/12/2017,1,1.13,,,,
05/12/2017,1,1.19,,,,
06/12/2017,1,1.16,,,,
07/12/2017,1,1.14,,,,
08/12/2017,1,1.11,,,,
11/12/2017,1,1.14,,,,
12/12/2017,1,1.24,,,,
13/12/2017,1,1.2,,,,
14/12/2017,1.25,1.19,,,,
15/12/2017,1.25,1.22,,,,
18/12/2017,1.25,1.23,,,,
19/12/2017,1.25,1.23,,,,
20/12/2017,1.25,1.2,,,,
21/12/2017,1.25,1.18,,,,
22/12/2017,1.25,1.12,,,,
25/12/2017,,,,,,
26/12/2017,1.25,1.22,,,,
27/12/2017,1.25,1.15,,,,
28/12/2017,1.25,1.16,,,,
29/12/2017,1.25,1.25,,,,
01/01/2018,,,,,,
02/01/2018,1.25,1.27,,,,
03/01/2018,1.25,1.27,,,,
04/01/2018,1.25,1.25,,,,
05/01/2018,1.25,1.24,,,,
08/01/2018,1.25,1.26,,,,
09/01/2018,1.25,1.25,,,,
10/01/2018,1.25,1.29,,,,
11/01/2018,1.25,1.29,,,,
12/01/2018,1.25,1.28,,,,
15/01/2018,,,,,,
16/01/2018,1.25,1.31,,,,
17/01/2018,1.25,1.29,,,,
18/01/2018,1.25,1.26,,,,
19/01/2018,1.25,1.25,,,,
22/01/2018,1.25,1.23,,,,
23/01/2018,1.25,1.24,,,,
24/01/2018,1.25,1.23,,,,
25/01/2018,1.25,1.2,,,,
26/01/2018,1.25,1.21,,,,
29/01/2018,1.25,1.24,,,,
30/01/2018,1.25,1.47,,,,
31/01/2018,1.25,1.41,,,,
01/02/2018,1.25,1.39,,,,
02/02/2018,1.25,1.38,,,,
05/02/2018,1.25,1.37,,,,
06/02/2018,1.25,1.46,,,,
07/02/2018,1.25,1.34,,,,
08/02/2018,1.25,1.3,,,,
09/02/2018,1.25,1.29,,,,
12/02/2018,1.25,1.31,,,,
13/02/2018,1.25,1.32,,,,
14/02/2018,1.25,1.3,,,,
15/02/2018,1.25,1.28,,,,
16/02/2018,1.25,1.33,,,,
19/02/2018,,,,,,
20/02/2018,1.25,1.37,,,,
21/02/2018,1.25,1.38,,,,
22/02/2018,1.25,1.32,,,,
23/02/2018,1.25,1.35,,,,
26/02/2018,1.25,1.35,,,,
27/02/2018,1.25,1.47,,,,
28/02/2018,1.25,1.48,,,,
01/03/2018,1.25,1.47,,,,
02/03/2018,1.25,1.47,,,,
05/03/2018,1.25,1.48,,,,
06/03/2018,1.25,1.54,,,,
07/03/2018,1.25,1.54,,,,
08/03/2018,1.25,1.54,,,,
09/03/2018,1.25,1.54,,,,
12/03/2018,1.25,1.56,,,,
13/03/2018,1.25,1.61,,,,
14/03/2018,1.25,1.68,,,,
15/03/2018,1.25,1.67,,,,
16/03/2018,1.25,1.68,,,,
19/03/2018,1.25,1.67,,,,
20/03/2018,1.25,1.73,,,,
21/03/2018,1.25,1.68,,,,
22/03/2018,1.5,1.65,,,,
23/03/2018,1.5,1.66,,,,
26/03/2018,1.5,1.68,,,,
27/03/2018,1.5,1.66,,,,
28/03/2018,1.5,1.62,,,,
29/03/2018,,1.6,,,,
30/03/2018,,,,,,
02/04/2018,1.5,1.65,,,,
03/04/2018,1.5,1.67,,,,
04/04/2018,1.5,1.65,,,,
05/04/2018,1.5,1.64,,,,
06/04/2018,1.5,1.65,,,,
09/04/2018,1.5,1.64,,,,
10/04/2018,1.5,1.61,,,,
11/04/2018,1.5,1.61,,,,
12/04/2018,1.5,1.62,,,,
13/04/2018,1.5,1.61,,,,
16/04/2018,1.5,1.6,,,,
17/04/2018,1.5,1.65,,,,
18/04/2018,1.5,1.64,,,,
19/04/2018,1.5,1.64,,,,
20/04/2018,1.5,1.62,,,,
23/04/2018,1.5,1.64,,,,
24/04/2018,1.5,1.67,,,,
